team_1_id,team_1_home_goals,team_1_away_goals,team_1_home_received_goals,team_1_away_received_goals,team_1_home_w,team_1_home_t,team_1_home_l,team_1_away_w,team_1_away_t,team_1_away_l,team_2_id,team_2_home_goals,team_2_away_goals,team_2_home_received_goals,team_2_away_received_goals,team_2_home_w,team_2_home_t,team_2_home_l,team_2_away_w,team_2_away_t,team_2_away_l,match_season,matchday,winner,match_home_goals,match_away_goals
80,0,2,1,5,0,0,2,1,1,0,83,0,9,4,1,0,0,1,2,1,0,519,3,AWAY,0,3
445,9,6,14,9,3,1,3,0,2,4,115,4,8,9,9,2,1,4,1,2,3,290,12,HOME,2,1
6,16,15,10,11,5,4,1,4,2,2,17,12,17,15,9,4,2,2,4,3,3,474,17,TIE,2,2
16,24,13,29,21,4,4,5,2,3,9,8,11,13,37,25,3,1,10,0,4,9,155,26,HOME,3,1
107,19,17,33,20,6,6,5,2,5,10,586,26,18,13,16,10,2,5,4,12,1,290,33,AWAY,0,1
81,26,9,7,12,4,2,1,3,2,1,90,7,6,8,9,2,2,2,2,2,3,281,12,AWAY,3,4
10,0,3,4,3,0,0,1,0,1,1,5,6,3,0,2,2,0,0,1,0,0,155,2,AWAY,0,3
104,4,8,11,4,1,0,1,1,1,2,472,2,4,12,5,0,1,2,0,0,3,638,5,HOME,4,2
397,10,6,13,8,3,2,2,1,1,5,338,16,17,5,4,6,1,0,4,1,2,468,13,AWAY,0,2
110,10,8,6,4,2,2,0,2,1,2,102,14,14,7,7,2,1,1,4,1,0,530,8,TIE,3,3
67,3,6,14,3,1,3,1,2,0,4,76,7,7,6,8,1,3,1,1,4,1,468,10,TIE,1,1
81,49,37,17,17,14,3,1,11,5,2,88,32,23,31,32,6,6,6,4,4,10,281,35,HOME,1,0
563,17,13,16,18,5,2,5,4,2,5,57,26,22,22,10,9,2,1,4,3,4,151,22,HOME,1,0
340,14,13,23,19,2,6,4,3,3,7,354,8,18,22,11,3,3,6,4,2,7,151,24,TIE,1,1
278,8,7,13,14,3,0,4,1,3,4,263,10,7,16,4,4,2,2,1,1,5,519,14,AWAY,0,2
90,0,0,0,3,0,0,1,0,1,0,88,1,3,0,2,0,0,1,1,0,0,281,1,AWAY,0,3
559,27,20,22,14,8,3,2,4,4,7,92,15,18,18,15,4,5,5,5,4,5,281,27,HOME,5,2
99,7,1,1,1,2,0,0,0,1,0,106,2,1,6,3,0,1,1,0,0,1,290,2,HOME,6,1
6,20,18,31,27,5,7,5,4,5,8,11,19,29,23,23,4,7,6,9,3,5,474,33,AWAY,1,4
92,5,7,7,0,2,0,0,2,1,2,263,3,1,6,1,2,1,1,0,1,2,519,6,HOME,3,0
5,20,15,12,8,4,1,2,3,2,2,3,12,10,9,9,3,4,1,4,0,2,474,13,AWAY,1,2
328,12,9,11,13,4,0,4,1,3,3,354,6,8,11,7,3,2,3,3,1,3,468,14,AWAY,0,2
92,17,15,14,9,4,2,2,5,2,3,81,34,13,11,10,8,1,0,4,2,3,519,17,TIE,2,2
250,2,0,3,2,0,2,0,0,0,2,558,2,1,1,4,1,0,1,0,2,0,635,3,TIE,1,1
24,1,4,3,3,0,0,1,1,0,1,3,3,3,1,2,1,1,0,1,0,0,474,2,AWAY,1,3
64,35,24,8,7,11,2,0,9,4,1,1044,26,12,30,18,7,4,3,3,0,10,151,26,HOME,3,0
17,4,6,1,2,1,0,1,2,0,0,1,1,3,3,4,0,0,2,1,0,1,474,3,AWAY,1,2
16,34,17,38,33,5,4,8,3,4,10,9,26,23,30,27,6,6,5,5,4,8,155,33,AWAY,3,4
12,8,17,27,29,1,2,9,3,3,6,4,41,25,22,10,9,3,0,5,3,4,474,23,AWAY,0,2
99,20,17,15,11,5,4,2,3,7,3,113,28,14,11,7,10,3,0,6,2,3,290,23,TIE,0,0
87,1,0,1,4,0,0,1,0,0,1,559,0,4,1,0,0,1,0,1,0,0,281,1,AWAY,1,4
3,8,6,3,5,2,1,0,2,2,0,18,3,9,10,2,1,2,0,2,0,2,599,7,HOME,4,3
1107,13,13,23,19,3,6,5,4,2,9,100,33,20,20,23,8,4,2,5,4,6,290,28,HOME,2,1
354,6,17,21,11,2,3,6,4,1,7,346,16,16,14,18,5,2,5,4,4,3,151,22,AWAY,1,2
63,12,6,24,19,3,3,4,0,2,8,76,12,11,10,13,4,2,4,4,3,3,151,19,TIE,1,1
94,26,19,21,17,6,4,3,6,1,8,745,14,8,20,21,4,3,8,1,5,7,519,27,AWAY,1,2
103,10,1,5,8,2,0,2,0,0,3,104,6,8,11,4,2,0,1,1,1,2,638,6,HOME,3,2
298,4,3,2,6,1,1,1,1,1,0,558,6,4,4,4,1,2,0,1,0,1,281,4,HOME,3,2
82,21,16,12,13,7,3,3,6,3,4,559,19,18,14,13,6,5,2,7,2,4,519,25,AWAY,0,3
24,21,19,33,26,7,0,8,4,4,7,5,41,38,17,12,11,3,1,11,1,3,155,29,AWAY,1,4
29,5,4,9,13,0,0,4,0,1,3,15,3,4,13,5,1,0,2,1,0,4,474,7,AWAY,1,2
79,2,2,1,2,0,2,0,1,1,0,81,10,2,3,4,2,0,0,0,1,1,519,3,TIE,2,2
100,2,1,3,2,0,1,0,1,0,1,109,6,2,2,0,2,0,0,0,1,0,638,2,TIE,2,2
17,18,11,19,18,3,5,3,2,4,5,11,16,19,13,17,4,3,4,6,2,3,155,21,TIE,3,3
103,2,0,3,4,1,0,2,0,1,2,100,9,2,4,5,1,2,0,1,0,2,290,5,HOME,2,0
89,10,3,14,7,4,2,2,0,0,6,94,18,9,11,11,3,3,1,2,0,5,519,13,HOME,3,1
299,15,15,30,20,3,4,7,2,3,10,263,14,17,23,12,6,6,2,6,2,7,281,28,AWAY,1,3
2,28,40,28,19,7,5,4,6,7,3,11,28,26,24,22,7,5,4,8,2,6,155,31,AWAY,1,4
450,3,4,5,3,1,2,2,2,1,2,471,12,6,7,11,2,0,3,2,0,3,530,9,AWAY,0,1
104,9,7,16,7,2,5,1,1,3,5,113,20,14,10,4,7,2,0,6,0,2,290,16,AWAY,0,1
450,7,5,7,7,3,2,3,2,1,3,99,8,10,12,9,2,2,3,2,2,3,530,13,HOME,1,0
110,24,12,8,7,6,2,0,4,1,2,115,5,5,15,9,3,2,3,1,1,5,530,14,HOME,3,0
263,1,1,1,0,1,1,0,0,1,0,80,0,0,0,5,0,0,2,0,1,0,519,2,TIE,0,0
328,3,1,2,0,1,0,0,0,0,1,340,1,0,3,2,0,0,1,0,0,1,468,1,HOME,3,0
340,16,22,21,31,4,2,9,7,2,6,67,15,13,29,12,6,6,3,4,2,9,468,29,AWAY,0,1
721,12,7,6,3,3,2,0,2,2,1,6,4,4,5,7,2,0,3,1,1,3,155,9,TIE,0,0
77,9,2,5,2,4,1,1,0,4,2,80,2,4,7,13,0,0,6,2,2,2,519,11,HOME,3,0
745,17,10,22,10,6,6,1,2,3,9,88,18,19,23,25,4,3,6,4,3,7,281,26,HOME,1,0
92,27,18,20,12,8,2,3,6,2,5,95,23,14,26,12,8,6,0,3,2,7,519,25,HOME,3,0
1044,10,10,19,17,2,4,5,3,1,8,346,11,9,20,14,3,5,4,2,3,6,468,22,AWAY,0,3
86,13,15,19,5,6,1,2,4,2,4,92,9,14,11,11,2,3,4,5,1,4,281,18,AWAY,0,2
18,23,13,15,3,8,0,0,2,3,4,14,9,5,27,11,2,3,4,0,2,6,155,16,HOME,2,0
9,7,5,5,2,3,0,0,1,2,1,5,7,5,2,6,2,1,1,2,0,1,155,6,HOME,2,0
471,38,25,28,30,7,3,6,6,6,6,109,43,29,22,14,15,2,0,10,3,4,530,33,TIE,3,3
354,7,8,12,8,3,3,3,3,2,4,397,12,9,15,11,3,3,3,2,2,5,468,17,TIE,1,1
80,5,5,10,18,0,1,7,2,2,3,82,15,8,9,7,4,3,1,2,3,2,519,14,TIE,1,1
57,42,31,35,16,14,3,2,7,4,8,397,19,16,32,28,6,5,8,3,4,12,151,37,TIE,1,1
76,12,9,7,10,3,4,1,2,4,1,356,9,8,6,9,3,1,4,1,6,0,468,14,TIE,1,1
81,28,13,7,12,5,2,1,4,2,1,94,7,8,9,10,1,3,4,2,2,3,281,14,HOME,2,0
112,12,8,9,8,4,0,3,1,3,2,100,15,8,4,10,4,2,1,3,2,1,530,12,HOME,2,0
78,20,12,13,9,8,5,1,3,8,3,559,21,20,16,13,7,5,2,7,3,4,519,27,TIE,2,2
338,20,28,12,11,7,2,2,7,1,4,340,13,16,14,28,3,2,7,5,2,4,468,22,AWAY,1,2
2,13,18,14,8,3,3,2,3,3,2,18,23,12,13,3,8,0,0,2,3,3,155,15,TIE,0,0
100,18,15,6,11,5,2,1,5,3,1,1107,8,4,15,11,2,2,4,1,1,7,530,16,HOME,3,1
9,12,13,16,21,3,2,6,3,3,4,6,17,15,15,12,5,5,1,4,3,3,474,20,TIE,0,0
346,11,9,10,13,4,0,4,2,3,3,65,30,15,4,5,8,0,0,5,2,1,151,15,AWAY,1,2
104,2,1,2,2,0,1,0,1,0,1,471,6,2,2,3,2,0,0,0,1,0,290,2,TIE,2,2
8,9,12,34,21,3,1,8,0,4,8,19,27,20,14,16,6,3,3,5,4,3,155,23,AWAY,0,3
328,0,2,4,0,0,0,0,0,0,1,66,1,0,0,3,0,0,1,0,0,0,619,1,,,
394,7,11,33,24,2,2,12,1,3,11,1044,28,15,35,21,7,5,4,4,0,11,151,30,AWAY,0,2
108,6,4,1,4,2,1,1,2,0,1,99,12,2,4,1,4,0,0,0,1,2,290,6,HOME,2,1
263,13,10,24,8,4,4,3,2,2,7,94,23,16,16,14,5,4,2,5,0,6,519,21,AWAY,1,2
250,11,12,20,19,3,3,7,4,5,6,86,21,28,24,8,9,1,4,8,2,4,281,27,AWAY,1,4
29,15,11,18,27,2,1,8,2,3,5,11,12,13,13,13,3,5,3,4,2,4,474,20,AWAY,2,4
4,26,15,15,9,5,3,0,3,3,3,721,23,25,11,9,5,2,1,6,2,1,474,16,TIE,3,3
3,7,9,11,13,1,1,3,2,1,3,2,12,12,8,7,3,1,2,3,0,2,155,10,AWAY,1,4
86,2,4,1,0,1,0,0,1,0,0,82,2,0,2,0,1,0,0,0,0,1,281,1,HOME,2,0
2,19,16,12,31,5,1,7,5,4,3,5,38,35,15,11,9,2,2,8,2,2,474,24,AWAY,0,6
76,21,22,17,17,5,7,3,6,6,3,397,19,15,25,16,5,6,4,2,5,8,468,29,TIE,0,0
563,14,9,11,14,4,1,4,2,2,3,715,12,3,15,15,4,1,4,0,1,6,151,15,HOME,3,1
356,2,1,1,2,1,0,1,0,1,0,354,0,2,2,0,0,1,0,1,0,1,468,2,HOME,1,0
356,24,15,24,15,10,3,6,4,9,6,62,24,20,35,21,8,7,4,5,3,11,468,37,AWAY,0,1
108,13,19,8,6,5,2,1,7,1,0,100,18,11,5,11,5,2,1,4,3,1,530,15,TIE,0,0
102,21,30,20,14,5,3,4,6,2,4,1107,10,11,20,16,2,6,4,3,1,8,290,23,HOME,2,1
102,4,10,10,2,1,1,2,1,2,2,584,6,6,1,3,2,2,1,2,1,1,290,8,AWAY,0,1
1044,15,10,19,19,4,4,5,3,1,8,397,16,14,24,13,4,5,3,2,3,8,468,24,HOME,3,1
6,13,15,23,21,4,1,8,3,4,7,721,30,19,12,8,8,5,1,7,2,4,155,26,AWAY,0,1
1107,8,1,11,10,2,2,3,0,1,6,107,8,7,18,10,2,1,4,0,3,4,530,13,TIE,1,1
64,27,22,7,3,9,1,0,8,2,1,57,24,22,21,10,8,2,1,4,3,3,151,20,HOME,5,1
2,15,22,16,12,3,4,3,4,3,2,5,19,24,9,11,5,3,1,8,0,2,155,18,AWAY,1,3
92,11,16,13,12,3,4,4,5,3,4,77,12,11,16,12,4,6,2,1,6,4,281,22,HOME,2,1
4,14,5,3,2,3,0,0,1,2,0,14,6,1,9,1,2,1,0,0,1,2,155,5,HOME,7,0
86,24,28,24,10,10,1,4,8,2,4,558,22,17,28,21,5,4,6,2,3,9,281,28,HOME,2,0
559,10,13,10,7,4,2,2,6,2,2,94,19,12,14,11,4,4,1,3,0,6,519,17,AWAY,1,2
100,3,2,2,3,0,1,0,1,0,1,102,4,3,3,1,1,0,1,0,1,0,290,2,TIE,3,3
12,29,21,18,22,6,5,3,5,5,4,15,21,12,32,16,6,4,4,3,2,9,155,27,HOME,3,1
4,34,17,8,12,9,1,0,6,3,1,8,7,11,26,18,2,1,7,0,4,6,155,19,HOME,5,1
11,17,25,19,17,4,6,5,8,3,4,19,31,18,31,24,6,4,5,4,1,10,474,29,AWAY,1,2
16,19,12,22,16,4,2,3,2,3,5,4,31,20,18,10,6,3,0,4,3,3,474,18,AWAY,3,5
397,17,15,31,23,6,4,7,3,3,12,1044,29,20,37,25,7,5,6,5,0,12,151,34,AWAY,0,5
95,14,10,12,8,3,9,1,3,5,3,92,14,16,13,12,4,4,4,5,3,4,281,23,TIE,0,0
558,2,2,4,6,1,0,2,0,3,1,78,8,2,0,1,2,1,0,1,1,0,635,6,AWAY,0,2
92,7,11,2,2,2,1,1,3,1,0,299,2,4,10,4,0,2,1,0,3,2,635,7,HOME,4,1
108,28,28,15,14,8,5,1,10,2,2,471,31,17,24,25,6,2,6,3,5,6,530,27,TIE,3,3
109,32,27,10,9,12,2,0,12,1,1,115,13,11,25,17,5,3,6,1,4,9,290,27,HOME,4,1
82,18,14,10,10,6,3,2,5,3,3,90,20,10,20,14,6,2,3,1,5,5,519,21,HOME,1,0
559,14,14,12,9,5,4,2,6,2,3,83,14,13,22,7,7,1,3,2,2,7,519,21,HOME,2,0
63,0,3,5,6,0,0,2,0,0,2,58,8,3,0,2,2,0,0,1,0,0,619,3,AWAY,0,3
278,1,5,4,5,0,2,3,2,1,1,264,2,6,4,6,0,2,2,4,0,1,635,8,AWAY,0,2
563,5,6,6,7,2,0,2,1,3,1,354,4,4,7,3,2,2,1,2,0,2,468,8,AWAY,1,2
65,40,19,7,10,11,0,1,6,2,2,64,27,23,7,3,9,1,0,9,2,1,151,21,HOME,2,1
73,1,11,3,2,0,1,1,2,0,0,67,3,3,1,4,1,0,1,1,1,0,619,3,TIE,1,1
559,23,28,20,14,8,7,2,9,5,4,278,22,12,27,24,7,3,8,2,6,9,519,34,HOME,1,0
58,11,12,19,11,3,2,3,1,1,7,338,19,21,6,5,7,2,0,5,1,2,468,16,AWAY,1,4
9,5,5,5,2,2,0,0,1,1,1,18,7,3,5,2,3,0,0,0,1,1,155,4,HOME,4,2
82,4,7,6,3,2,1,2,2,3,1,90,7,1,3,9,2,2,2,1,2,2,281,10,HOME,2,0
77,2,2,5,1,1,0,1,1,0,3,88,1,5,8,3,0,1,1,1,0,3,635,6,HOME,2,0
104,29,19,20,25,6,2,6,4,7,4,586,14,19,27,25,5,3,7,4,1,9,530,28,HOME,4,2
4,25,14,5,9,6,1,0,5,2,0,17,12,7,12,10,3,3,2,1,2,3,155,13,HOME,2,0
38,1,1,2,0,1,0,0,0,1,1,1,3,0,1,6,0,0,2,0,0,1,599,2,HOME,1,0
108,18,23,10,7,6,3,1,8,2,0,102,29,21,12,16,5,1,4,5,4,1,530,19,TIE,1,1
100,30,29,20,23,8,3,5,8,3,5,112,21,23,26,18,6,2,8,5,5,6,530,31,HOME,2,1
338,10,11,12,6,3,2,2,3,2,3,346,11,7,8,13,4,0,4,2,2,3,151,14,HOME,2,0
328,6,4,11,6,1,1,2,1,1,3,394,0,4,11,7,0,1,4,0,2,2,151,8,TIE,1,1
563,11,8,11,17,2,1,5,3,3,3,57,14,10,12,15,3,4,2,2,3,3,468,16,AWAY,1,3
745,2,2,6,8,0,1,4,0,1,3,88,5,5,9,2,2,2,0,1,0,4,519,8,AWAY,1,2
98,10,6,2,5,2,2,0,3,0,0,450,7,3,4,1,3,1,0,0,2,1,638,7,TIE,2,2
450,25,18,23,20,8,5,4,3,8,7,102,51,44,20,24,12,2,4,10,6,1,530,34,TIE,1,1
98,6,5,7,9,2,1,3,2,0,4,110,18,10,7,6,4,2,0,3,1,2,530,11,AWAY,1,2
1107,2,0,1,3,0,0,1,0,0,1,102,2,3,2,3,0,0,1,1,0,0,530,1,AWAY,2,3
107,14,14,25,13,4,4,3,2,1,7,98,16,12,8,12,6,3,2,3,5,2,290,20,AWAY,0,2
88,2,6,9,4,0,2,1,1,1,3,263,2,5,6,4,1,2,2,1,1,2,635,9,TIE,1,1
17,4,4,10,6,0,2,1,1,1,2,3,8,6,3,5,2,1,0,2,2,0,599,6,AWAY,2,4
82,25,18,17,20,8,6,5,6,6,7,78,28,23,16,11,12,6,1,6,10,3,519,37,AWAY,0,2
80,1,3,4,10,0,0,4,1,2,1,250,2,5,6,2,0,3,0,2,1,2,519,7,AWAY,0,2
113,3,2,4,2,1,0,0,1,0,1,98,4,2,3,2,2,0,0,0,0,1,290,2,HOME,3,2
250,4,7,12,2,1,3,0,2,2,3,278,8,4,8,8,3,0,2,0,3,3,519,10,HOME,2,0
16,14,12,17,16,1,4,4,2,2,6,24,12,9,21,17,4,0,6,2,3,4,155,18,AWAY,1,2
65,35,16,6,9,9,0,1,5,2,2,354,5,12,17,8,2,3,4,3,1,6,151,18,AWAY,2,3
24,8,5,17,11,2,0,4,0,3,3,9,11,8,11,9,3,2,1,1,3,2,155,11,HOME,4,1
61,18,29,24,15,6,3,5,7,3,4,73,27,19,24,15,8,2,4,3,5,6,468,27,HOME,2,1
76,8,4,5,8,2,2,2,2,2,2,73,5,15,6,4,2,0,2,7,0,1,151,11,AWAY,2,3
94,18,10,13,11,3,3,1,2,0,6,558,4,6,12,8,2,2,4,1,2,4,519,14,AWAY,1,3
338,19,21,24,19,6,2,7,6,3,7,63,19,10,40,30,4,3,8,0,2,14,151,30,HOME,3,1
263,3,2,8,1,2,1,1,0,1,3,89,4,2,8,4,2,1,2,0,0,3,519,7,HOME,2,0
10,3,6,1,4,0,1,1,2,0,0,3,1,2,1,1,0,1,0,1,2,0,599,3,TIE,1,1
90,25,11,22,20,6,3,4,1,6,6,89,16,10,29,14,6,2,6,0,2,10,519,25,TIE,3,3
17,4,6,9,5,1,2,1,1,1,2,3,6,3,6,9,1,1,2,1,1,2,155,7,TIE,0,0
66,20,12,13,10,5,4,1,3,3,4,67,11,9,21,9,4,4,2,3,0,7,468,19,HOME,4,1
18,29,19,14,14,9,2,1,6,2,4,2,19,15,11,31,5,1,7,5,3,3,474,23,TIE,1,1
3,9,10,12,13,2,1,3,2,2,3,10,3,6,15,11,2,1,3,1,1,5,155,12,HOME,2,0
80,12,11,22,24,1,5,7,3,3,8,78,20,11,12,9,8,5,1,3,7,3,519,26,TIE,1,1
89,2,0,2,2,1,0,1,0,0,1,92,0,2,3,0,0,0,0,1,1,1,519,2,AWAY,0,1
394,2,6,14,8,1,2,4,1,2,3,563,8,6,11,11,2,1,4,1,2,3,151,12,TIE,1,1
107,8,9,24,11,2,1,5,0,4,5,584,6,8,16,11,2,3,4,2,0,6,530,16,AWAY,0,1
559,37,22,26,17,11,3,3,5,4,9,87,24,13,32,30,5,6,7,3,1,13,281,34,HOME,5,0
586,13,19,27,23,5,3,6,4,1,9,115,12,11,26,15,5,4,5,2,3,9,530,27,HOME,1,0
346,24,24,27,22,8,3,6,5,5,7,63,21,11,44,32,5,3,9,0,2,15,151,33,HOME,4,1
73,9,5,9,3,3,0,1,0,2,2,340,4,4,5,10,0,1,3,2,0,2,468,7,HOME,2,1
449,9,8,17,19,1,1,7,3,1,6,110,25,16,10,7,7,3,0,6,1,2,530,18,AWAY,1,2
263,5,3,12,1,3,1,1,0,1,4,558,4,1,5,7,2,1,3,0,2,2,519,9,HOME,2,0
81,10,2,5,4,2,0,0,0,1,2,95,4,2,6,2,1,2,0,0,0,2,519,4,HOME,5,2
16,16,12,20,11,4,2,2,2,3,4,24,8,10,22,14,3,1,4,1,2,6,474,16,HOME,3,0
28,12,7,11,9,5,0,3,1,2,4,1,8,6,19,11,2,1,4,1,1,6,474,14,HOME,2,0
397,19,15,25,16,5,6,4,2,6,8,57,26,17,21,20,7,5,3,3,8,5,468,30,HOME,2,1
66,3,7,7,5,1,1,1,2,0,2,76,6,2,3,3,2,2,0,1,1,1,151,6,TIE,1,1
11,16,22,13,17,4,3,4,7,2,3,15,16,10,21,15,5,4,3,3,2,6,155,22,HOME,3,0
338,18,17,5,4,7,1,0,4,1,2,62,8,8,17,10,3,1,3,1,1,6,468,14,HOME,2,1
19,31,25,15,16,8,3,3,7,4,3,10,18,9,34,26,4,4,6,1,2,11,155,27,HOME,3,0
1107,11,9,24,20,2,2,8,3,1,10,109,31,19,14,10,12,1,0,8,2,3,530,25,AWAY,1,2
470,0,0,9,7,0,1,2,0,0,3,109,6,7,3,1,3,0,0,3,0,0,290,5,AWAY,0,2
563,17,13,14,18,5,2,5,4,2,4,397,15,9,18,12,5,3,3,2,2,7,151,21,TIE,2,2
103,19,24,24,23,4,6,5,7,2,6,104,29,19,20,26,6,2,7,4,7,4,530,29,TIE,1,1
68,19,6,30,30,4,3,9,1,3,12,62,21,19,31,16,8,5,3,4,3,9,468,31,AWAY,0,1
103,7,8,18,11,2,3,4,0,4,6,110,18,10,9,12,5,3,2,4,2,3,290,18,AWAY,0,2
250,3,2,5,4,0,2,1,0,1,2,278,1,3,3,3,0,2,2,1,0,1,635,5,AWAY,1,2
340,8,8,7,5,3,0,1,2,1,1,67,6,4,4,9,2,0,2,1,2,1,619,8,HOME,2,0
1,24,20,32,20,6,3,5,4,1,9,24,15,16,29,24,4,4,6,2,5,7,474,27,TIE,2,2
61,15,12,1,7,4,3,0,4,1,0,354,2,6,9,8,0,2,4,2,0,4,151,11,HOME,3,1
64,44,26,13,12,16,0,0,12,2,2,354,12,16,23,14,6,4,6,5,5,6,468,31,HOME,4,0
6,16,20,26,28,4,1,10,4,5,7,2,28,38,26,19,7,5,4,6,6,3,155,30,AWAY,2,5
1044,14,11,14,14,4,2,3,3,0,5,64,18,19,5,2,7,1,0,7,2,0,151,16,AWAY,0,4
328,22,16,26,20,8,3,6,6,4,7,356,21,14,19,14,9,3,5,4,9,4,468,33,TIE,1,1
76,3,1,2,3,0,2,0,1,0,1,65,8,3,1,2,2,0,0,1,1,0,151,3,TIE,1,1
77,0,2,4,1,0,0,1,1,0,2,264,2,3,0,6,0,1,2,2,0,0,635,4,AWAY,0,1
